,trial,S,T,gt,player_type,choice,conf,score,score_cumul,radio_RT,submit_RT,block,self-report,batch,subID,mode,psiturk_status,data_status,bonus
25,9,3,5,SH,opt,coop,70%,1,10,2064,4275,1,I think he wanted to avoid the 0 as much as possible.,batch2,3036,live,4,complete,0.54
26,10,3,15,PD,opt,def,70%,1,11,1680,3395,1,I think he wanted to avoid the 0 as much as possible.,batch2,3036,live,4,complete,0.54
27,11,10,12,SG,opt,def,70%,1,12,1552,2914,1,I think he wanted to avoid the 0 as much as possible.,batch2,3036,live,4,complete,0.54
28,12,0,5,SH,opt,coop,40%,1,13,2047,3477,1,I think he wanted to avoid the 0 as much as possible.,batch2,3036,live,4,complete,0.54
29,13,3,12,PD,opt,coop,70%,0,13,1996,3128,1,I think he wanted to avoid the 0 as much as possible.,batch2,3036,live,4,complete,0.54
30,14,7,12,SG,opt,coop,70%,0,13,2726,3716,1,I think he wanted to avoid the 0 as much as possible.,batch2,3036,live,4,complete,0.54
31,15,10,8,HG,opt,coop,70%,1,14,3358,4111,1,I think he wanted to avoid the 0 as much as possible.,batch2,3036,live,4,complete,0.54
0,0,10,12,SG,pess,coop,50%,1,1,3482,8043,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
1,1,0,12,PD,pess,coop,60%,0,1,1763,3475,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
2,2,3,5,SH,pess,coop,50%,0,1,1532,2500,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
3,3,7,8,HG,pess,def,50%,0,1,1453,2620,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
4,4,10,5,HG,pess,coop,80%,1,2,1386,11642,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
5,5,3,12,PD,pess,def,50%,1,3,4779,6819,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
6,6,3,8,SH,pess,coop,80%,0,3,10811,12851,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
7,7,10,15,SG,pess,def,70%,0,3,1787,5723,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
8,8,0,15,PD,pess,def,50%,1,4,4500,5676,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
9,9,7,12,SG,pess,coop,50%,1,5,3251,4427,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
10,10,0,5,SH,pess,coop,90%,0,5,2361,4265,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
11,11,7,5,HG,pess,coop,70%,1,6,4213,9093,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
12,12,10,8,HG,pess,coop,80%,1,7,4748,8164,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
13,13,0,8,SH,pess,coop,80%,0,7,1771,3891,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
14,14,7,15,SG,pess,def,70%,0,7,5379,7179,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
15,15,3,15,PD,pess,def,60%,1,8,4076,5428,0,"I'd guess it's to maximize profit, but DT's actions don't always make sense to me.",batch2,3037,live,4,complete,0.34
16,0,10,5,HG,opt,coop,80%,1,9,11144,14832,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
17,1,7,12,SG,opt,def,50%,1,10,4576,5880,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
18,2,0,12,PD,opt,def,60%,1,11,2100,4971,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
19,3,3,8,SH,opt,coop,70%,1,12,1923,5482,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
20,4,10,12,SG,opt,def,70%,1,13,2698,6161,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
21,5,0,8,SH,opt,coop,80%,1,14,2218,4027,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
22,6,7,8,HG,opt,coop,80%,1,15,1730,3115,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
23,7,0,15,PD,opt,def,80%,1,16,2475,4691,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
24,8,7,5,HG,opt,coop,80%,1,17,1451,3083,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
25,9,10,15,SG,opt,def,80%,1,18,2324,3580,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
26,10,3,5,SH,opt,coop,80%,1,19,3931,5490,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
27,11,3,15,PD,opt,def,80%,1,20,2387,3668,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
28,12,3,12,PD,opt,def,90%,1,21,1394,2714,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
29,13,0,5,SH,opt,coop,90%,1,22,1699,2859,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
30,14,7,15,SG,opt,def,90%,1,23,2389,3820,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
31,15,10,8,HG,opt,coop,90%,1,24,1336,2504,1,To maximize GP's potential earnings.,batch2,3037,live,4,complete,0.34
0,0,10,5,HG,opt,coop,60%,1,1,11606,13566,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
1,1,3,5,SH,opt,def,40%,0,1,5677,7046,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
2,2,0,15,PD,opt,def,80%,1,2,5015,6685,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
3,3,7,12,SG,opt,def,40%,1,3,5079,6883,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
4,4,10,15,SG,opt,coop,60%,0,3,4379,5717,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
5,5,10,8,HG,opt,coop,50%,1,4,2777,4011,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
6,6,0,12,PD,opt,coop,60%,0,4,1448,5684,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
7,7,0,5,SH,opt,def,40%,0,4,1423,2948,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
8,8,7,15,SG,opt,def,50%,1,5,1563,3388,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
9,9,0,8,SH,opt,coop,60%,1,6,1721,3188,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
10,10,3,15,PD,opt,coop,50%,0,6,1640,3078,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
11,11,7,5,HG,opt,def,70%,0,6,1158,2981,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
12,12,3,12,PD,opt,def,60%,1,7,1422,2793,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
13,13,10,12,SG,opt,coop,60%,0,7,1376,3518,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
14,14,3,8,SH,opt,coop,60%,1,8,1311,2738,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
15,15,7,8,HG,opt,coop,60%,1,9,1630,2845,0,To choose which had a bigger single number,batch2,3040,live,4,complete,0.23
16,0,0,12,PD,pess,def,70%,1,10,4650,6057,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
17,1,7,5,HG,pess,def,50%,0,10,3727,4765,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
18,2,10,12,SG,pess,coop,60%,1,11,1799,3235,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
19,3,3,5,SH,pess,coop,60%,0,11,2139,4663,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
20,4,0,8,SH,pess,def,60%,1,12,1713,3044,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
21,5,0,15,PD,pess,def,60%,1,13,1632,2653,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
22,6,10,5,HG,pess,coop,50%,1,14,2451,4290,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
23,7,7,12,SG,pess,coop,70%,1,15,2837,4592,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
24,8,3,15,PD,pess,def,60%,1,16,4073,5126,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
25,9,10,15,SG,pess,coop,70%,1,17,2551,4108,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
26,10,7,8,HG,pess,coop,60%,1,18,2920,4809,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
27,11,0,5,SH,pess,def,60%,1,19,4435,6346,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
28,12,10,8,HG,pess,coop,60%,1,20,2241,4901,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
29,13,7,15,SG,pess,coop,60%,1,21,3776,5086,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
30,14,3,8,SH,pess,def,60%,1,22,4128,7908,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
31,15,3,12,PD,pess,def,60%,1,23,1986,3132,1,choose which one had a better chance of higher number,batch2,3040,live,4,complete,0.23
0,0,0,8,SH,opt,coop,100%,1,1,3311,4742,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
1,1,3,15,PD,opt,coop,100%,0,1,1813,3255,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
2,2,10,12,SG,opt,coop,100%,0,1,1906,3504,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
3,3,7,8,HG,opt,coop,100%,1,2,1193,2747,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
4,4,10,8,HG,opt,def,100%,0,2,1996,3384,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
5,5,0,15,PD,opt,coop,100%,0,2,1486,2822,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
6,6,3,8,SH,opt,coop,100%,1,3,1364,2897,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
7,7,7,15,SG,opt,coop,100%,0,3,1252,2386,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
8,8,0,12,PD,opt,coop,100%,0,3,1221,3196,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
9,9,3,5,SH,opt,coop,100%,1,4,1231,2325,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
10,10,7,12,SG,opt,coop,100%,0,4,1488,2955,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
11,11,10,5,HG,opt,def,100%,0,4,1195,2423,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
12,12,0,5,SH,opt,coop,100%,1,5,1294,2391,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
13,13,7,5,HG,opt,coop,100%,1,6,1494,2652,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
14,14,3,12,PD,opt,def,100%,1,7,1771,3303,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
15,15,10,15,SG,opt,def,100%,1,8,1594,2656,0,E.B. wanted the most points.,batch3,4000,live,4,complete,0.54
16,0,7,15,SG,pess,def,100%,0,8,5004,7473,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
17,1,7,5,HG,pess,coop,100%,1,9,1533,2677,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
18,2,3,8,SH,pess,coop,100%,0,9,1249,2309,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
19,3,0,12,PD,pess,coop,100%,0,9,1162,2252,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
20,4,7,8,HG,pess,coop,100%,1,10,1166,2240,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
21,5,0,8,SH,pess,coop,100%,0,10,1161,2475,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
22,6,10,15,SG,pess,coop,100%,1,11,2006,3007,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
23,7,0,15,PD,pess,def,100%,1,12,1261,2326,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
24,8,10,5,HG,pess,coop,100%,1,13,1440,2439,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
25,9,3,5,SH,pess,coop,100%,0,13,1340,2415,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
26,10,3,15,PD,pess,coop,100%,0,13,1414,2336,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
27,11,10,12,SG,pess,def,100%,0,13,1356,2274,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
28,12,0,5,SH,pess,coop,100%,0,13,1050,2006,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
29,13,3,12,PD,pess,def,100%,1,14,1107,1960,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
30,14,7,12,SG,pess,def,100%,0,14,1201,2002,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
31,15,10,8,HG,pess,def,100%,0,14,1075,2005,1,To randomly choose back and forth.,batch3,4000,live,4,complete,0.54
0,0,7,15,SG,pess,def,80%,0,0,12953,16756,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
1,1,3,15,PD,pess,coop,50%,0,0,10295,14091,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
2,2,3,8,SH,pess,coop,80%,0,0,6874,8542,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
3,3,7,5,HG,pess,coop,50%,1,1,9238,11213,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
4,4,10,15,SG,pess,def,70%,0,1,5515,6883,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
5,5,7,8,HG,pess,coop,50%,1,2,5466,7056,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
6,6,0,5,SH,pess,coop,60%,0,2,3550,5049,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
7,7,0,12,PD,pess,coop,50%,0,2,1483,6631,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
8,8,3,12,PD,pess,def,60%,1,3,2021,3334,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
9,9,7,12,SG,pess,def,50%,0,3,2135,3257,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
10,10,10,8,HG,pess,coop,60%,1,4,2369,3863,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
11,11,3,5,SH,pess,coop,50%,0,4,1475,2705,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
12,12,10,12,SG,pess,coop,50%,1,5,2765,3956,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
13,13,0,15,PD,pess,coop,50%,0,5,2076,3324,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
14,14,10,5,HG,pess,coop,50%,1,6,2109,3443,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
15,15,0,8,SH,pess,def,40%,1,7,2838,4080,0,"There was none, it looked like random choices to me.",batch3,4001,live,4,complete,0.47
16,0,3,8,SH,opt,coop,60%,1,8,6400,8126,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
17,1,0,15,PD,opt,coop,60%,0,8,2710,3918,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
18,2,7,8,HG,opt,coop,50%,1,9,1693,3216,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
19,3,7,15,SG,opt,def,50%,1,10,2188,3482,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
20,4,3,5,SH,opt,coop,50%,1,11,1918,4276,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
21,5,7,5,HG,opt,coop,70%,1,12,2023,3202,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
22,6,0,12,PD,opt,def,50%,1,13,5817,7329,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
23,7,10,12,SG,opt,def,50%,1,14,1955,3733,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
24,8,7,12,SG,opt,def,60%,1,15,1705,3077,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
25,9,3,15,PD,opt,def,70%,1,16,2790,3709,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
26,10,0,8,SH,opt,coop,60%,1,17,1831,5780,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
27,11,10,5,HG,opt,coop,60%,1,18,1520,2834,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
28,12,10,15,SG,opt,def,50%,1,19,1711,2685,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
29,13,0,5,SH,opt,coop,60%,1,20,2012,3050,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
30,14,10,8,HG,opt,coop,70%,1,21,1407,3541,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
31,15,3,12,PD,opt,def,60%,1,22,1665,2983,1,Always make as much as possible,batch3,4001,live,4,complete,0.47
0,0,7,12,SG,pess,coop,70%,1,1,3624,4743,0,Choose whatever earns him the most.,batch3,4002,live,4,complete,0.44
1,1,7,8,HG,pess,coop,100%,1,2,1509,3173,0,Choose whatever earns him the most.,batch3,4002,live,4,complete,0.44
2,2,0,5,SH,pess,coop,90%,0,2,1788,3439,0,Choose whatever earns him the most.,batch3,4002,live,4,complete,0.44
3,3,3,15,PD,pess,coop,60%,0,2,1691,3274,0,Choose whatever earns him the most.,batch3,4002,live,4,complete,0.44
4,4,0,12,PD,pess,def,100%,1,3,1662,3331,0,Choose whatever earns him the most.,batch3,4002,live,4,complete,0.44
5,5,0,8,SH,pess,def,60%,1,4,1921,3809,0,Choose whatever earns him the most.,batch3,4002,live,4,complete,0.44
6,6,10,12,SG,pess,def,90%,0,4,1535,3826,0,Choose whatever earns him the most.,batch3,4002,live,4,complete,0.44
7,7,10,5,HG,pess,coop,60%,1,5,3380,5084,0,Choose whatever earns him the most.,batch3,4002,live,4,complete,0.44
